schedule,entry_order,operator_id,layer_index,operator_type,operator_name,candidate_id,ckks_param_id,scale_id,level_budget,bootstrap_policy,layout_id,cost_source,latency_ms,rotations,ct_ct_mults,ct_pt_mults,rescale_count,relin_count,depth,bootstrap_count,memory_mb,level_cost,weighted_cost
uniform_low,22,distilbert_sst2.layer5.layernorm.attention_layernorm,5,layernorm,attention_layernorm,layernorm.affine.low_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,0.9,0,0,1,0,0,0,0,18.0,0,1.23
uniform_low,23,distilbert_sst2.layer5.layernorm.ffn_layernorm,5,layernorm,ffn_layernorm,layernorm.affine.low_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,0.9,0,0,1,0,0,0,0,18.0,0,1.23
uniform_mid,0,distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,gelu.poly.degree3.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,2.3,0,2,3,2,1,2,0,20.0,2,9.149999999999999
uniform_mid,1,distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,softmax.poly_exp.degree2.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,7.4,10,2,2,2,1,2,0,60.0,2,15.000000000000002
uniform_mid,2,distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_mid,3,distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_mid,4,distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,gelu.poly.degree3.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,2.3,0,2,3,2,1,2,0,20.0,2,9.149999999999999
uniform_mid,5,distilbert_sst2.layer1.softmax.attention_softmax,1,softmax,attention_softmax,softmax.poly_exp.degree2.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,7.4,10,2,2,2,1,2,0,60.0,2,15.000000000000002
uniform_mid,6,distilbert_sst2.layer1.layernorm.attention_layernorm,1,layernorm,attention_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_mid,7,distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_mid,8,distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,gelu.poly.degree3.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,2.3,0,2,3,2,1,2,0,20.0,2,9.149999999999999
uniform_mid,9,distilbert_sst2.layer2.softmax.attention_softmax,2,softmax,attention_softmax,softmax.poly_exp.degree2.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,7.4,10,2,2,2,1,2,0,60.0,2,15.000000000000002
uniform_mid,10,distilbert_sst2.layer2.layernorm.attention_layernorm,2,layernorm,attention_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_mid,11,distilbert_sst2.layer2.layernorm.ffn_layernorm,2,layernorm,ffn_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_mid,12,distilbert_sst2.layer3.gelu.ffn_activation,3,gelu,ffn_activation,gelu.poly.degree3.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,2.3,0,2,3,2,1,2,0,20.0,2,9.149999999999999
uniform_mid,13,distilbert_sst2.layer3.softmax.attention_softmax,3,softmax,attention_softmax,softmax.poly_exp.degree2.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,7.4,10,2,2,2,1,2,0,60.0,2,15.000000000000002
uniform_mid,14,distilbert_sst2.layer3.layernorm.attention_layernorm,3,layernorm,attention_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_mid,15,distilbert_sst2.layer3.layernorm.ffn_layernorm,3,layernorm,ffn_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_mid,16,distilbert_sst2.layer4.gelu.ffn_activation,4,gelu,ffn_activation,gelu.poly.degree3.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,2.3,0,2,3,2,1,2,0,20.0,2,9.149999999999999
uniform_mid,17,distilbert_sst2.layer4.softmax.attention_softmax,4,softmax,attention_softmax,softmax.poly_exp.degree2.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,7.4,10,2,2,2,1,2,0,60.0,2,15.000000000000002
uniform_mid,18,distilbert_sst2.layer4.layernorm.attention_layernorm,4,layernorm,attention_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_mid,19,distilbert_sst2.layer4.layernorm.ffn_layernorm,4,layernorm,ffn_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_mid,20,distilbert_sst2.layer5.gelu.ffn_activation,5,gelu,ffn_activation,gelu.poly.degree3.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,2.3,0,2,3,2,1,2,0,20.0,2,9.149999999999999
uniform_mid,21,distilbert_sst2.layer5.softmax.attention_softmax,5,softmax,attention_softmax,softmax.poly_exp.degree2.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,7.4,10,2,2,2,1,2,0,60.0,2,15.000000000000002
uniform_mid,22,distilbert_sst2.layer5.layernorm.attention_layernorm,5,layernorm,attention_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_mid,23,distilbert_sst2.layer5.layernorm.ffn_layernorm,5,layernorm,ffn_layernorm,layernorm.centered.mid_cost.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,3.0,4,1,2,1,0,1,0,34.0,1,6.74
uniform_high,0,distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,gelu.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,7.6,0,6,0,6,3,6,0,34.0,6,26.54
uniform_high,1,distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,softmax.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,18.5,18,6,0,6,3,6,0,96.0,6,38.96
uniform_high,2,distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,layernorm.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,11.8,10,5,2,5,2,5,0,64.0,5,28.540000000000003
uniform_high,3,distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,layernorm.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,11.8,10,5,2,5,2,5,0,64.0,5,28.540000000000003
uniform_high,4,distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,gelu.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,7.6,0,6,0,6,3,6,0,34.0,6,26.54
uniform_high,5,distilbert_sst2.layer1.softmax.attention_softmax,1,softmax,attention_softmax,softmax.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,18.5,18,6,0,6,3,6,0,96.0,6,38.96
uniform_high,6,distilbert_sst2.layer1.layernorm.attention_layernorm,1,layernorm,attention_layernorm,layernorm.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,11.8,10,5,2,5,2,5,0,64.0,5,28.540000000000003
uniform_high,7,distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,layernorm.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,11.8,10,5,2,5,2,5,0,64.0,5,28.540000000000003
uniform_high,8,distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,gelu.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,7.6,0,6,0,6,3,6,0,34.0,6,26.54
uniform_high,9,distilbert_sst2.layer2.softmax.attention_softmax,2,softmax,attention_softmax,softmax.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,18.5,18,6,0,6,3,6,0,96.0,6,38.96
uniform_high,10,distilbert_sst2.layer2.layernorm.attention_layernorm,2,layernorm,attention_layernorm,layernorm.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,11.8,10,5,2,5,2,5,0,64.0,5,28.540000000000003
uniform_high,11,distilbert_sst2.layer2.layernorm.ffn_layernorm,2,layernorm,ffn_layernorm,layernorm.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,11.8,10,5,2,5,2,5,0,64.0,5,28.540000000000003
uniform_high,12,distilbert_sst2.layer3.gelu.ffn_activation,3,gelu,ffn_activation,gelu.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,7.6,0,6,0,6,3,6,0,34.0,6,26.54
uniform_high,13,distilbert_sst2.layer3.softmax.attention_softmax,3,softmax,attention_softmax,softmax.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,18.5,18,6,0,6,3,6,0,96.0,6,38.96
uniform_high,14,distilbert_sst2.layer3.layernorm.attention_layernorm,3,layernorm,attention_layernorm,layernorm.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,11.8,10,5,2,5,2,5,0,64.0,5,28.540000000000003
uniform_high,15,distilbert_sst2.layer3.layernorm.ffn_layernorm,3,layernorm,ffn_layernorm,layernorm.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,11.8,10,5,2,5,2,5,0,64.0,5,28.540000000000003
uniform_high,16,distilbert_sst2.layer4.gelu.ffn_activation,4,gelu,ffn_activation,gelu.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,7.6,0,6,0,6,3,6,0,34.0,6,26.54
uniform_high,17,distilbert_sst2.layer4.softmax.attention_softmax,4,softmax,attention_softmax,softmax.exact.high.v1,static_ckks_128,scale_2_40,0,none,plaintext_sim,profile,18.5,18,6,0,6,3,6,0,96.0,6,38.96
