operator_id,layer_index,operator_type,operator_name,from_candidate_id,to_candidate_id,accepted,reason,benefit,cost_saving,single_accuracy_drop,combined_accuracy,combined_accuracy_drop,combined_logit_kl,combined_label_flip_rate
distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree9.v1,False,violates_max_logit_kl+max_label_flip_rate,687071.7921067213,7.780000000000001,0.0,0.9765625,0.015625,0.09786465764045715,0.03125
distilbert_sst2.layer5.layernorm.attention_layernorm,5,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_logit_kl+max_label_flip_rate,671153.094639695,23.622,0.0,0.9765625,0.015625,0.08568046241998672,0.03125
distilbert_sst2.layer4.gelu.ffn_activation,4,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree5.v1,False,violates_max_logit_kl+max_label_flip_rate,619460.9103170545,12.630000000000003,0.0,0.9765625,0.015625,0.09458740055561066,0.03125
distilbert_sst2.layer4.softmax.attention_softmax,4,softmax,attention_softmax,softmax.exact.high.v1,softmax.poly_exp.degree2.v1,False,violates_max_logit_kl+max_label_flip_rate,573100.9766949618,13.04,0.0,0.9765625,0.015625,0.08949849009513855,0.03125
distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree11.v1,False,violates_max_logit_kl+max_label_flip_rate,464979.41879112204,3.3299999999999983,0.0,0.9765625,0.015625,0.09030594676733017,0.03125
distilbert_sst2.layer2.softmax.attention_softmax,2,softmax,attention_softmax,softmax.exact.high.v1,softmax.poly_exp.degree2.v1,False,violates_max_logit_kl+max_label_flip_rate,380632.90716818406,13.04,0.0,0.98046875,0.01171875,0.09600067138671875,0.02734375
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,softmax.exact.high.v1,softmax.poly_exp.degree2.v1,False,violates_max_logit_kl+max_label_flip_rate,329163.5977812049,13.04,0.0,0.9765625,0.015625,0.0838371068239212,0.03125
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree9.v1,False,violates_max_logit_kl+max_label_flip_rate,217977.11136227052,7.780000000000001,0.0,0.9765625,0.015625,0.0866844579577446,0.03125
distilbert_sst2.layer3.layernorm.attention_layernorm,3,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,168310.8582935492,27.634,0.0,,,,
distilbert_sst2.layer5.softmax.attention_softmax,5,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_logit_kl+max_label_flip_rate,161686.80238509327,16.851999999999997,0.0,0.9765625,0.015625,0.08044914156198502,0.03125
distilbert_sst2.layer3.layernorm.attention_layernorm,3,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_logit_kl+max_label_flip_rate,157364.92961280805,23.622,0.0,0.98046875,0.01171875,0.08573125302791595,0.02734375
distilbert_sst2.layer3.softmax.attention_softmax,3,softmax,attention_softmax,softmax.exact.high.v1,softmax.poly_exp.degree2.v1,False,violates_max_logit_kl+max_label_flip_rate,154589.88299126708,13.04,0.0,0.9765625,0.015625,0.10396961867809296,0.03125
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_logit_kl+max_label_flip_rate,153985.83324120467,16.851999999999997,0.0,0.98046875,0.01171875,0.08453458547592163,0.02734375
distilbert_sst2.layer3.layernorm.ffn_layernorm,3,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,False,violates_max_logit_kl+max_label_flip_rate,145655.9492804003,16.020000000000003,0.0,0.9765625,0.015625,0.09584580361843109,0.03125
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree9.v1,False,violates_max_logit_kl+max_label_flip_rate,106284.71708920393,7.780000000000001,0.0,0.9765625,0.015625,0.08644256740808487,0.03125
distilbert_sst2.layer2.softmax.attention_softmax,2,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_logit_kl+max_label_flip_rate,97574.55843342067,16.851999999999997,0.0,0.97265625,0.01953125,0.11716678738594055,0.03515625
distilbert_sst2.layer1.softmax.attention_softmax,1,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,82755.13451260027,16.851999999999997,0.0,0.96875,0.0234375,0.07941224426031113,0.0390625
distilbert_sst2.layer3.softmax.attention_softmax,3,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,80809.45778123116,16.851999999999997,0.0,0.96484375,0.02734375,0.1308044195175171,0.04296875
distilbert_sst2.layer3.gelu.ffn_activation,3,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree5.v1,False,violates_max_logit_kl+max_label_flip_rate,69077.00355491019,12.630000000000003,0.0,0.97265625,0.01953125,0.10048885643482208,0.03515625
distilbert_sst2.layer2.layernorm.attention_layernorm,2,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,59234.312843084255,27.634,0.0,,,,
distilbert_sst2.layer5.layernorm.ffn_layernorm,5,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,45146.719934802815,27.634,0.0,,,,
distilbert_sst2.layer5.layernorm.ffn_layernorm,5,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_logit_kl+max_label_flip_rate,38487.161382280145,23.622,0.0,0.9765625,0.015625,0.09806972742080688,0.03125
distilbert_sst2.layer4.softmax.attention_softmax,4,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_logit_kl+max_label_flip_rate,30054.60365594142,16.851999999999997,0.0,0.97265625,0.01953125,0.1158919706940651,0.03515625
distilbert_sst2.layer2.layernorm.attention_layernorm,2,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_logit_kl+max_label_flip_rate,23460.3316625569,23.622,0.0,0.98828125,0.00390625,0.0268116295337677,0.01171875
distilbert_sst2.layer1.layernorm.attention_layernorm,1,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,13569.307841952093,27.634,0.0,,,,
distilbert_sst2.layer4.layernorm.ffn_layernorm,4,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,13480.901013723025,23.622,0.0,0.96875,0.0234375,0.09417936205863953,0.0390625
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,False,violates_max_logit_kl+max_label_flip_rate,13147.469659888444,16.020000000000003,0.0,0.97265625,0.01953125,0.09475242346525192,0.03515625
distilbert_sst2.layer1.layernorm.attention_layernorm,1,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,11777.605082776266,23.622,0.0,0.92578125,0.06640625,0.2372560054063797,0.08203125
distilbert_sst2.layer2.layernorm.ffn_layernorm,2,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,True,accepted,6300.331857045317,16.020000000000003,0.0,0.98828125,0.00390625,0.0063042608089745045,0.00390625
distilbert_sst2.layer4.layernorm.ffn_layernorm,4,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,3545.18217694285,27.634,0.0,,,,
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,2084.528020231158,27.634,0.00390625,,,,
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,True,accepted,1964.8103505394452,23.622,0.00390625,0.98828125,0.00390625,0.013740980997681618,0.00390625
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree5.v1,False,violates_max_logit_kl+max_label_flip_rate,1948.9046180271212,12.630000000000003,0.0,0.984375,0.0078125,0.03509783744812012,0.015625
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,772.8017406298677,27.634,0.00390625,,,,
distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree5.v1,False,violates_max_logit_kl+max_label_flip_rate,476.24683875856283,12.630000000000003,0.0,0.9765625,0.015625,0.0457075834274292,0.0234375
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,345.05301286136773,16.020000000000003,0.0078125,0.96875,0.0234375,0.07917153835296631,0.0234375
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree5.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,340.51812919409326,12.630000000000003,0.00390625,0.859375,0.1328125,0.35333728790283203,0.140625
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,95.360677941746,23.622,0.03515625,0.875,0.1171875,0.3358473479747772,0.125
distilbert_sst2.layer3.layernorm.ffn_layernorm,3,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,51.502459521629305,27.634,0.109375,,,,
distilbert_sst2.layer3.layernorm.ffn_layernorm,3,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,True,accepted,44.71733138883039,23.622,0.1171875,0.98828125,0.00390625,0.015231802128255367,0.00390625
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,43.72613725519785,27.634,0.10546875,,,,
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,12.940404225052726,23.622,0.5,0.59375,0.3984375,0.6389824151992798,0.40625
distilbert_sst2.layer2.layernorm.ffn_layernorm,2,layernorm,ffn_layernorm,layernorm.newton.low_iter.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,11.792169858755408,27.634,0.44921875,,,,
distilbert_sst2.layer2.layernorm.ffn_layernorm,2,layernorm,ffn_layernorm,layernorm.newton.low_iter.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,9.616129153979184,23.622,0.5,0.4921875,0.5,1.1177252531051636,0.5078125
