operator_id,layer_index,operator_type,operator_name,from_candidate_id,to_candidate_id,accepted,reason,benefit,cost_saving,single_accuracy_drop,combined_accuracy,combined_accuracy_drop,combined_logit_kl,combined_label_flip_rate
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,False,violates_max_logit_kl+max_label_flip_rate,12515.53759758419,15.25,0.0,0.98046875,0.01171875,0.03627190738916397,0.01171875
distilbert_sst2.layer1.layernorm.attention_layernorm,1,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_logit_kl+max_label_flip_rate,11268.049905627959,22.6,0.0,0.72265625,0.26953125,0.8792555928230286,0.27734375
distilbert_sst2.layer2.layernorm.ffn_layernorm,2,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,False,max_downgrades_per_layer,5997.506917599318,15.25,0.0,,,,
distilbert_sst2.layer4.layernorm.ffn_layernorm,4,layernorm,ffn_layernorm,layernorm.centered.mid_cost.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,3399.7006473541846,26.5,0.0,,,,
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,1998.9864853486893,26.5,0.00390625,,,,
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_logit_kl,1879.80331564607,22.6,0.00390625,0.984375,0.0078125,0.032914984971284866,0.0078125
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree5.v1,False,violates_max_logit_kl+max_label_flip_rate,1797.6831987344387,11.650000000000002,0.0,0.97265625,0.01953125,0.049246080219745636,0.01953125
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,741.0887358576932,26.5,0.00390625,,,,
distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree5.v1,False,max_downgrades_per_layer,439.29340233865855,11.650000000000002,0.0,,,,
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,False,violates_max_logit_kl+max_label_flip_rate,328.4680677987426,15.25,0.0078125,0.94140625,0.05078125,0.11022058129310608,0.05859375
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,gelu.exact.high.v1,gelu.chebyshev.degree5.v1,False,violates_max_logit_kl+max_label_flip_rate,314.0962949415033,11.650000000000002,0.00390625,0.97265625,0.01953125,0.07565352320671082,0.02734375
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_logit_kl+max_label_flip_rate,91.23492174597662,22.6,0.03515625,0.4921875,0.5,2.0940756797790527,0.5078125
distilbert_sst2.layer3.layernorm.ffn_layernorm,3,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,49.38898376359472,26.5,0.109375,,,,
distilbert_sst2.layer3.layernorm.ffn_layernorm,3,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_logit_kl+max_label_flip_rate,42.78264708270116,22.6,0.1171875,0.90625,0.0859375,0.24661517143249512,0.09375
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,41.931773802661326,26.5,0.10546875,,,,
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_logit_kl+max_label_flip_rate,12.380540829997104,22.6,0.5,0.4921875,0.5,1.6766090393066406,0.5078125
distilbert_sst2.layer2.layernorm.ffn_layernorm,2,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,11.308261607332211,26.5,0.44921875,,,,
distilbert_sst2.layer2.layernorm.ffn_layernorm,2,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,max_downgrades_per_layer,9.200089699429752,22.6,0.5,,,,
